Index,POSTCODE,CURRENT_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,TRANSACTION_TYPE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,HOT_WATER_ENERGY_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,WINDOWS_ENERGY_EFF,WALLS_ENERGY_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,MAINHEAT_ENERGY_EFF,MAINHEATC_ENERGY_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,CONSTRUCTION_AGE_BAND,TENURE
992,53.2667,72,1,3,7,204,79,12,0,5,3,4,4,50,4,10,0,3,3,100,3,4,4,50,4,1958,1
994,53.2667,72,1,2,2,185,187,12,0,4,3,8,8,58,4,22,0,4,4,250,4,4,4,58,4,2004,3
1001,53.5817,61,1,4,2,315,54,12,0,4,3,3,3,43,4,10,0,4,1,200,4,4,4,43,3,1900,3
1002,53.5379,74,1,4,7,179,67,12,0,4,3,4,4,100,4,12,0,4,4,200,4,4,4,100,5,2004,1
1005,53.5379,60,1,2,7,255,171,12,0,3,3,8,8,67,3,10,0,3,4,250,4,4,3,67,4,1993,1
1008,53.2558,63,1,2,7,235,122,12,0,5,3,7,7,50,4,10,0,3,3,200,4,4,4,50,4,1958,1
1010,53.5379,65,2,1,7,301,47,0,1,3,3,2,2,20,2,0,0,3,4,150,4,4,3,20,2,1987,1
1011,53.5379,70,3,1,7,245,48,0,0,3,3,3,3,17,4,10,0,3,4,250,4,4,4,17,2,1993,1
1016,53.5379,71,1,2,13,176,197,12,0,4,3,10,10,97,4,10,0,4,4,200,4,4,4,97,5,1958,1
1028,53.2667,81,1,2,13,149,112,12,0,3,3,5,5,57,4,20,0,3,4,200,4,4,4,57,4,1958,1
1029,53.3809,77,3,2,14,148,114,12,0,4,3,5,5,73,4,12,0,4,4,150,4,4,4,73,5,2007,3
1032,53.2667,64,1,2,2,258,100,12,0,3,3,4,4,100,4,10,0,3,1,300,5,4,4,100,5,1900,3
1036,53.2558,72,1,3,7,202,68,0,0,5,3,5,5,90,4,12,0,3,4,150,4,4,4,90,5,1993,1
1041,53.5379,58,1,1,2,326,81,12,0,5,3,4,4,100,4,20,0,3,1,250,4,4,3,100,5,1915,3
1046,53.5379,59,1,4,2,320,75,12,0,5,3,3,3,50,4,10,0,3,1,150,4,4,4,50,4,1958,3
1048,53.5379,40,1,2,7,304,98,12,0,5,3,5,5,82,3,10,0,3,1,150,4,3,4,82,5,1900,1
1050,53.3809,61,1,4,11,239,81,12,0,5,3,5,5,67,1,10,0,3,3,300,5,4,3,67,4,1958,5
1069,53.2667,28,1,2,7,402,106,0,0,3,3,6,6,100,2,10,0,3,1,100,3,2,4,100,5,1900,1
1078,53.5379,71,3,1,7,377,50,24,0,4,3,3,3,44,3,12,0,4,4,300,5,3,2,44,1,2007,1
1079,53.2667,48,3,2,7,243,170,0,0,5,3,7,7,62,3,10,0,3,4,100,3,3,4,62,4,1987,1
1081,53.4703,27,1,1,7,272,96,12,0,3,3,4,4,100,1,10,0,3,1,250,4,1,4,100,5,1900,1
1083,53.5379,45,1,1,14,451,76,12,0,4,3,4,4,45,2,20,0,4,1,50,2,4,3,45,4,1940,3
1084,53.2558,54,3,2,7,232,103,0,0,5,3,5,5,100,2,10,0,3,4,270,4,3,4,100,5,1979,1
1088,53.2558,69,1,2,5,190,213,12,0,3,3,9,9,48,4,21,0,3,4,270,4,4,3,48,4,1999,1
1090,53.5379,69,3,2,7,221,86,12,0,5,3,4,4,100,4,10,0,3,4,270,4,4,3,100,5,1971,1
1096,53.3809,54,1,1,7,333,128,12,0,5,3,6,6,83,2,10,0,3,1,270,4,4,3,83,5,1915,1
1097,53.2667,65,1,4,7,248,95,12,0,3,3,4,4,83,4,11,0,3,4,150,4,4,3,83,5,1999,1
1109,53.2558,29,1,4,0,585,67,24,0,4,3,3,3,75,2,10,0,4,1,100,3,1,4,75,5,1900,3
1112,53.2558,69,1,3,7,214,82,12,0,4,3,4,4,100,4,20,0,4,3,300,5,4,4,100,5,1958,1
1118,53.5379,51,1,1,5,286,93,12,0,4,3,5,5,100,2,10,0,4,3,270,4,2,3,100,5,1940,5
1119,53.5379,62,1,3,7,365,76,24,0,5,3,4,2,56,1,10,0,3,4,200,4,3,2,56,4,1979,1
1126,53.5379,61,3,2,7,288,94,0,0,4,3,5,5,78,3,10,0,4,4,150,4,4,3,78,5,1958,1
1127,53.5379,31,1,2,14,485,223,12,0,3,3,8,8,100,2,20,0,3,1,100,3,4,1,100,5,1900,1
1130,53.3809,39,1,2,7,289,131,24,0,5,3,4,4,46,3,10,0,3,2,50,2,3,3,46,4,1958,1
1131,53.2558,72,1,1,7,204,62,24,0,5,3,4,4,100,4,11,0,3,4,150,4,4,4,100,5,1999,1
1134,53.2558,70,3,2,7,222,68,12,0,4,3,4,4,71,4,20,0,4,4,300,5,4,4,71,5,1958,1
1135,53.3809,41,1,4,0,297,120,0,0,4,3,6,6,31,2,10,0,4,1,100,3,3,4,31,3,1900,1
1147,53.2421,82,3,1,1,402,40,24,0,3,3,2,2,60,1,10,0,3,4,200,4,3,2,60,4,1958,5
1157,53.5379,68,3,2,7,238,73,12,0,3,3,4,4,44,4,20,0,3,4,270,4,4,4,44,3,1958,1
1159,53.5379,50,1,1,2,245,106,24,0,3,3,9,9,100,3,10,0,3,1,250,4,3,3,100,5,1915,3
1163,53.5379,63,1,4,2,171,147,12,0,4,3,6,6,79,3,10,0,4,4,200,4,3,4,79,5,1940,3
1164,53.2421,56,3,2,7,371,60,12,0,3,3,3,3,50,3,10,0,3,4,200,4,4,3,50,4,1971,1
1175,53.5379,66,1,3,7,243,76,12,0,5,3,5,5,100,4,20,0,3,1,250,4,4,4,100,5,1915,1
1177,53.3809,36,1,2,7,297,176,0,0,4,3,7,7,12,3,10,0,4,1,100,3,3,3,12,2,1900,1
1185,53.2667,66,1,2,7,244,115,12,0,3,3,7,7,67,4,11,0,3,4,150,4,4,4,67,4,1999,1
1186,53.2558,58,1,2,13,275,250,12,0,4,3,9,9,61,3,10,0,2,4,200,4,4,3,61,4,1900,1
1191,53.5379,70,1,1,7,203,113,0,0,5,3,6,6,100,4,10,0,3,3,200,4,4,3,100,5,1958,1
1196,53.2558,56,1,2,7,310,102,12,0,5,3,7,7,100,3,10,0,3,4,150,4,4,3,100,5,1993,1
1197,53.3809,75,1,4,1,161,82,12,0,4,3,5,5,9,4,12,0,4,4,200,4,4,4,9,1,2007,5
1198,53.5379,77,1,3,7,157,68,12,0,4,3,5,5,90,4,12,0,4,4,300,5,4,4,90,5,2007,1
1200,53.2558,65,1,2,7,214,204,12,0,4,3,8,8,38,4,20,0,2,4,270,4,4,4,38,3,1971,1
1205,53.5379,70,1,3,2,212,75,12,0,5,3,4,4,78,4,10,0,3,3,100,3,4,1,78,5,1958,3
1206,53.5379,43,1,3,7,382,88,12,0,4,3,5,4,56,1,10,0,4,1,150,4,2,1,56,4,1915,1
1207,53.2558,59,1,2,7,260,136,12,0,5,3,5,5,33,4,20,0,3,2,100,3,4,3,33,3,1940,1
1209,53.5379,60,1,3,3,287,80,0,0,5,3,4,4,86,4,10,0,3,1,250,4,4,3,86,5,1915,1
1210,53.2558,73,1,1,7,224,70,12,0,3,3,4,4,100,2,20,0,3,4,100,3,4,3,100,5,1993,1
1212,53.2558,70,1,1,2,241,53,12,0,5,3,4,4,56,5,21,0,3,4,75,3,4,3,56,4,1999,3
1221,53.3809,34,3,1,14,338,108,12,0,5,3,5,5,17,1,10,0,3,4,50,2,2,1,17,2,1993,1
1223,53.4703,32,1,2,7,339,148,12,0,3,4,7,7,14,2,10,0,2,1,300,5,3,4,14,2,1900,1
1226,53.2421,74,3,2,7,185,69,12,0,4,3,3,3,100,4,11,0,4,4,270,4,4,4,100,5,1999,1
1227,53.2667,69,1,2,13,208,113,12,0,4,3,5,5,50,3,12,0,4,4,150,4,4,5,50,4,2004,1
1228,53.2558,82,1,2,7,128,151,12,0,5,3,7,7,40,4,10,0,3,4,300,5,4,4,40,3,1987,1
1230,53.2667,72,1,3,7,215,66,12,0,4,3,3,3,70,4,12,0,4,4,400,5,4,3,70,5,2004,1
1231,53.3809,62,1,1,12,244,73,12,0,3,3,5,5,44,1,10,0,3,4,250,4,4,3,44,3,1940,5
1237,53.5379,59,3,1,7,342,61,12,0,5,3,4,4,52,4,20,0,3,2,150,4,4,2,52,4,1971,0
1241,53.5379,67,1,3,2,234,71,12,0,5,3,4,4,25,4,10,0,3,3,250,4,4,4,25,3,1940,3
1246,53.5379,76,1,3,2,161,58,12,0,4,3,3,3,83,4,12,0,4,4,250,4,4,4,83,5,2007,3
1249,53.2558,37,3,2,7,545,75,0,0,5,3,3,3,38,2,20,0,3,2,270,4,4,4,38,3,1940,1
1250,53.2558,56,3,2,7,325,80,0,0,4,3,6,6,29,4,10,0,4,4,100,3,4,1,29,3,1971,1
1260,53.5379,68,1,4,1,216,89,12,0,3,3,5,5,75,4,10,0,3,4,200,4,4,4,75,5,1971,5
1266,53.2667,84,1,2,7,122,213,12,0,5,3,9,9,85,4,11,0,3,4,150,4,4,4,85,5,1999,1
1267,53.2558,36,2,2,2,642,45,24,1,4,3,2,2,100,2,0,0,4,2,250,4,1,4,100,5,1915,3
1272,53.5379,67,1,4,7,228,77,12,0,5,3,4,4,14,4,10,0,3,3,200,4,4,4,14,2,1958,1
1280,53.5379,45,1,2,2,371,139,24,0,0,3,7,7,100,4,20,0,1,1,100,3,4,4,100,5,1900,3
1283,53.3809,45,2,4,0,398,88,24,1,0,3,3,3,36,2,0,0,1,4,150,4,1,4,36,3,1915,3
1284,53.2667,64,3,2,7,270,93,12,0,5,3,6,6,11,4,10,0,3,2,200,4,4,4,11,2,1958,1
1293,53.2667,77,1,1,13,177,88,0,0,4,3,5,5,77,4,10,0,4,4,100,3,4,4,77,5,1971,1
1294,53.5379,65,1,2,7,225,104,12,0,5,3,6,6,46,4,10,0,3,4,150,4,4,4,46,4,1993,1
1304,53.5379,74,1,4,7,183,69,12,0,4,3,5,5,80,4,11,0,4,4,200,4,4,3,80,5,1999,1
1306,53.5379,46,3,2,7,189,94,24,0,5,3,5,5,89,2,10,0,3,4,200,4,2,3,89,5,1987,1
1307,53.5379,60,3,4,1,245,62,12,0,5,3,4,4,43,3,10,0,3,3,300,5,3,4,43,3,1958,5
1314,53.3809,71,1,2,7,179,207,12,0,3,3,9,9,100,4,10,0,3,4,250,4,4,3,100,5,1987,1
1317,53.5379,40,1,1,7,404,153,12,0,5,3,7,6,20,2,10,0,3,2,100,3,4,1,20,2,1915,1
1319,53.5379,66,1,3,2,243,89,12,0,3,3,3,3,70,4,10,0,3,1,250,4,4,3,70,5,1915,3
1320,53.2667,69,1,1,7,228,92,12,0,5,3,5,5,100,4,10,0,3,3,200,4,4,4,100,5,1971,1
1323,53.2667,61,1,4,2,309,80,12,0,5,3,4,4,80,3,10,0,3,3,200,4,4,4,80,5,1958,3
1335,53.2558,59,1,2,14,292,128,12,0,5,3,7,7,71,4,10,0,3,2,12,1,4,4,71,5,1971,1
1342,53.2667,58,1,2,7,294,116,12,0,5,3,6,6,100,2,10,0,3,4,200,4,4,4,100,5,1993,1
1344,53.3809,41,1,1,7,383,53,12,0,5,3,2,2,33,2,10,0,3,2,200,4,2,4,33,3,1971,1
1349,53.2667,64,1,2,7,258,106,24,0,5,3,6,6,44,5,10,0,3,4,250,4,4,4,44,3,1940,1
1351,53.2421,67,3,2,7,253,69,12,0,5,3,4,4,100,4,11,0,3,4,400,5,4,4,100,5,1999,1
1353,53.5507,73,3,2,13,233,94,12,0,4,3,4,4,75,3,10,0,4,4,270,4,4,3,75,5,1987,1
1360,53.3809,65,1,2,7,211,202,12,0,5,3,8,7,37,4,10,0,3,3,270,4,4,4,37,3,1940,1
1365,53.4703,69,1,1,1,192,90,12,0,5,3,6,6,82,2,10,0,3,3,270,4,4,3,82,5,1958,5
1366,53.3809,51,1,1,7,289,73,12,0,5,3,5,5,100,3,20,0,3,2,250,4,3,4,100,5,1940,1
1375,53.3809,66,1,1,7,242,94,12,0,3,3,5,5,41,4,10,0,3,4,250,4,4,4,41,3,1971,1
1378,53.2558,71,1,3,2,203,88,12,0,3,3,5,5,53,4,10,0,3,4,150,4,4,4,53,4,1993,3
1381,53.5379,61,1,2,13,169,154,12,0,3,3,6,6,100,2,10,0,3,4,250,4,2,3,100,5,1993,1
1387,53.5379,68,1,4,7,236,80,12,0,5,3,4,4,89,4,10,0,3,3,270,4,4,3,89,5,1958,1
1388,53.3809,53,3,2,7,342,93,12,0,5,3,5,5,45,3,10,0,3,4,75,3,4,4,45,4,1987,1
1396,53.2667,26,1,2,7,293,130,12,0,5,3,6,6,33,2,10,0,3,1,100,3,2,4,33,3,1900,1
1403,53.5379,56,1,1,7,287,203,12,0,5,3,7,7,15,4,10,0,3,1,250,4,4,4,15,2,1900,1
1406,53.5379,67,1,1,7,213,107,12,0,5,3,5,5,77,4,10,0,3,3,100,3,4,4,77,5,1958,1
1421,53.5379,55,1,3,2,326,76,12,0,5,3,4,4,67,4,20,0,3,1,12,1,4,3,67,4,1915,3
1431,53.5379,21,1,1,7,297,64,12,0,5,3,4,4,71,1,10,0,3,1,200,4,1,4,71,5,1900,1
1436,53.4703,69,1,3,7,237,78,12,0,5,3,4,4,88,4,10,0,3,1,270,4,4,3,88,5,1915,1
1439,53.2667,45,3,2,7,357,118,12,0,5,3,5,5,33,2,10,0,2,2,75,3,3,3,33,3,1971,1
1441,53.2667,68,1,1,0,227,85,12,0,4,3,5,5,91,4,10,0,4,3,300,5,4,4,91,5,1958,3
1443,53.2558,51,1,2,7,359,107,12,0,5,3,5,5,25,3,10,0,3,3,150,4,4,1,25,3,1958,1
1451,53.5379,47,1,1,7,396,108,12,0,3,3,3,3,45,2,10,0,3,3,250,4,4,1,45,4,1940,1
1452,53.3809,15,3,2,14,506,97,12,0,3,3,5,5,13,1,20,0,3,2,25,2,2,1,13,2,1958,1
1453,53.5379,60,1,3,9,311,74,12,0,4,3,4,4,43,3,10,0,4,1,200,4,4,4,43,3,1915,3
1455,53.5379,64,1,1,7,245,81,12,0,5,3,4,4,38,4,10,0,3,3,75,3,4,3,38,3,1971,1
1457,53.2558,65,1,4,7,259,76,12,0,4,3,5,5,20,4,10,0,4,4,100,3,4,3,20,2,1958,1
1460,53.2667,65,3,2,7,261,107,12,0,5,3,4,4,100,4,10,0,3,4,100,3,4,4,100,5,1987,1
1461,53.2421,70,3,2,7,221,72,12,0,5,3,4,4,77,4,10,0,3,3,250,4,4,4,77,5,1958,1
1462,53.2421,74,1,4,0,170,103,12,0,4,3,4,4,85,4,22,0,4,4,200,4,4,4,85,5,2004,3
1465,53.2667,59,3,2,7,273,128,12,0,3,3,6,6,61,4,10,0,3,4,250,4,4,4,61,4,1971,1
1471,53.5379,60,1,1,2,308,79,12,0,5,3,4,4,44,4,10,0,3,1,200,4,4,4,44,3,1915,3
1473,53.5379,59,1,1,1,439,83,24,0,3,3,4,4,55,3,21,0,3,4,300,5,3,2,55,4,1999,5
1478,53.3809,62,1,2,5,241,296,12,0,5,3,10,10,26,4,20,0,3,1,50,2,4,4,26,3,1940,1
1482,53.3809,60,1,4,13,333,63,12,0,3,3,4,4,100,4,10,0,3,1,200,4,4,4,100,5,1915,1
1487,53.5379,64,1,4,7,211,66,12,0,4,3,4,4,45,3,10,0,4,4,200,4,3,3,45,4,1900,1
1491,53.5009,50,1,2,13,232,144,12,0,4,3,6,6,100,3,10,0,4,2,270,4,3,4,100,5,1971,1
1492,53.4703,81,1,2,7,123,192,12,0,4,3,8,8,94,4,12,0,4,4,250,4,4,4,94,5,2007,1
1494,53.5379,76,1,3,1,155,88,12,0,5,3,4,4,45,4,10,0,3,4,250,4,4,4,45,4,1958,5
1495,53.4703,59,3,1,9,328,47,12,0,5,3,2,2,50,1,10,0,3,4,200,4,4,2,50,4,1958,5
1496,53.2421,65,3,2,0,216,80,12,0,5,3,4,4,90,2,21,0,3,4,200,4,4,1,90,5,1999,1
1498,53.4703,56,1,2,7,213,163,12,0,4,3,7,7,100,2,11,0,4,4,250,4,2,3,100,5,1999,1
1500,53.3809,48,1,2,7,392,111,12,0,5,3,6,6,69,4,20,0,3,3,150,4,4,4,69,4,1940,1
1502,53.5379,75,1,4,7,160,98,12,0,4,3,4,4,77,4,12,0,4,4,300,5,4,4,77,5,2004,1
1504,53.3809,71,1,1,7,216,69,12,0,3,3,4,4,70,4,10,0,3,4,150,4,4,4,70,5,1987,1
1511,53.2421,61,1,1,12,226,93,24,0,5,3,5,5,18,1,10,0,3,4,150,4,4,3,18,2,1940,5
1516,53.5379,60,3,2,7,285,104,12,0,5,3,6,6,8,4,10,0,3,3,250,4,4,3,8,1,1958,1
1517,53.2558,55,3,2,7,326,114,12,0,5,3,4,4,43,4,10,0,3,2,250,4,4,2,43,3,1971,1
1518,53.2667,55,1,2,13,215,295,12,0,5,3,10,10,100,2,10,0,3,4,250,4,2,3,100,5,1987,1
1519,53.2421,66,1,2,7,240,92,12,0,5,3,5,5,86,4,10,0,3,3,300,5,4,4,86,5,1971,1
1524,53.2558,42,1,1,11,289,121,12,0,5,3,5,5,67,3,10,0,2,1,100,3,3,3,67,4,1900,3
1529,53.2558,52,2,4,14,613,40,24,1,5,3,2,2,33,1,0,0,3,2,200,4,3,2,33,3,1958,5
1530,53.2421,67,1,2,11,236,92,12,0,5,3,6,5,100,4,10,0,3,3,200,4,4,4,100,5,1971,5
1531,53.3809,61,3,3,1,329,57,12,0,5,3,3,3,14,3,10,0,3,4,250,4,4,3,14,2,1971,5
1533,53.2421,66,1,1,1,229,90,12,0,4,3,5,5,22,4,10,0,4,3,250,4,4,4,22,2,1958,5
1536,53.2558,68,1,2,7,226,102,12,0,5,3,7,7,67,4,11,0,3,4,150,4,4,3,67,4,1999,1
1541,53.3809,71,1,4,2,206,81,12,0,3,3,4,4,18,4,10,0,3,4,50,2,4,4,18,2,1971,3
1550,53.2558,68,1,2,7,233,81,12,0,5,3,4,4,100,4,11,0,3,4,150,4,4,4,100,5,1999,1
1551,53.5379,56,1,1,2,295,149,24,0,3,3,5,5,3,4,10,0,3,1,270,4,4,3,3,1,1900,3
1579,53.2667,70,1,3,7,214,81,12,0,5,3,5,5,29,4,10,0,3,3,150,4,4,4,29,3,1958,1
1581,53.2558,71,3,1,1,224,62,12,0,5,3,3,3,100,4,10,0,3,3,200,4,4,4,100,5,1958,5
1598,53.5379,69,1,1,7,223,81,24,0,4,3,5,5,100,4,10,0,4,4,100,3,4,4,100,5,1993,1
1603,53.3809,44,2,1,2,422,50,12,1,4,3,2,2,100,1,0,0,4,2,270,4,1,4,100,5,1900,3
1604,53.2558,62,3,2,13,176,106,12,0,3,3,5,5,21,3,10,0,3,4,100,3,3,4,21,2,1987,1
1613,53.2667,66,1,1,7,229,86,24,0,4,3,5,5,36,4,10,0,4,4,300,5,4,3,36,3,1940,1
1615,53.5507,50,1,1,14,276,103,12,0,3,3,5,5,90,3,10,0,2,2,350,5,3,3,90,5,1915,3
1620,53.2667,68,1,2,7,212,196,12,0,5,3,7,7,22,4,21,0,3,4,200,4,4,4,22,2,1999,1
1627,53.2558,72,1,3,2,220,49,0,0,5,3,4,4,100,4,10,0,3,4,100,3,4,4,100,5,1993,3
1635,53.2558,69,1,3,2,244,62,12,0,3,3,4,4,100,4,11,0,3,4,100,3,4,4,100,5,1999,3
1638,53.3809,73,1,1,1,183,85,12,0,4,3,4,4,45,4,12,0,4,4,200,4,4,4,45,4,2004,5
1639,53.3809,74,1,1,2,186,66,12,0,4,3,4,4,75,4,12,0,4,4,200,4,4,4,75,5,2004,3
1644,53.2421,73,3,2,7,183,94,12,0,4,3,5,5,67,4,10,0,4,4,250,4,4,4,67,4,1958,1
1652,53.5379,45,1,2,2,288,91,12,0,4,3,4,4,100,3,10,0,4,1,200,4,3,4,100,5,1940,3
1655,53.5379,58,1,1,12,241,97,12,0,4,3,5,5,45,1,10,0,4,4,300,5,4,3,45,4,1940,5
1665,53.2421,59,3,4,1,276,48,12,0,4,3,3,3,83,3,10,0,4,3,300,5,3,4,83,5,1958,5
1667,53.2667,66,1,3,2,261,64,12,0,5,3,3,3,50,4,21,0,3,4,300,5,4,3,50,4,1999,3
1671,53.4703,33,1,2,9,373,433,12,0,3,3,11,11,36,2,10,0,2,1,200,4,3,1,36,3,1900,1
1676,53.1481,58,1,4,2,360,48,12,0,5,3,2,2,40,4,10,0,3,2,200,4,4,3,40,3,1958,3
1677,53.2667,70,1,3,2,238,53,12,0,3,3,3,3,22,4,11,0,3,4,150,4,4,3,22,2,1999,3
1682,53.5379,45,3,2,7,281,102,12,0,5,3,5,5,70,3,10,0,3,2,200,4,3,3,70,5,1971,1
1690,53.5379,74,1,3,7,178,78,12,0,5,3,3,3,75,4,10,0,3,3,200,4,4,4,75,5,1971,1
1703,53.5379,65,3,2,7,234,83,12,0,5,3,5,5,25,4,10,0,3,4,250,4,4,4,25,3,1979,1
1705,53.2667,70,1,3,2,234,65,12,0,5,3,3,3,50,4,11,0,3,4,200,4,4,4,50,4,1999,3
1710,53.3809,72,3,2,13,195,97,12,0,5,3,6,6,67,4,10,0,3,4,250,4,4,4,67,4,1958,1
1721,53.5379,61,3,2,7,263,146,12,0,5,3,5,5,100,4,10,0,3,3,200,4,4,4,100,5,1958,1
1724,53.3809,67,3,2,7,224,112,24,0,2,3,5,5,46,3,10,0,4,4,250,4,4,4,46,4,1971,1
1727,53.5379,49,1,2,5,344,111,12,0,5,3,8,8,67,4,10,0,3,1,200,4,4,4,67,4,1900,1
1729,53.5379,44,1,2,2,163,162,0,0,4,3,7,7,100,2,10,0,4,1,270,4,2,4,100,5,1900,3
1730,53.2667,88,1,1,7,115,80,12,0,4,3,4,4,40,3,10,0,4,3,200,4,4,4,40,3,1958,1
1732,53.2558,68,3,2,13,211,136,12,0,4,3,6,6,90,4,10,0,4,4,250,4,4,4,90,5,1971,1
1733,53.2421,69,3,2,7,229,75,12,0,4,3,3,3,78,5,10,0,4,4,250,4,4,4,78,5,1979,1
1735,53.5379,66,1,3,2,249,80,24,0,5,3,4,4,100,4,10,0,3,1,200,4,4,4,100,5,1915,3
1736,53.3809,32,1,2,7,336,141,12,0,3,3,7,7,6,3,20,0,3,1,300,5,3,3,6,1,1915,1
1738,53.3809,31,1,2,12,369,126,12,0,5,3,6,6,50,1,10,0,3,1,200,4,2,4,50,4,1900,1
1741,53.5379,50,1,4,14,368,106,12,0,5,3,4,3,50,4,10,0,3,1,75,3,4,3,50,4,1900,1
1743,53.5379,54,1,1,9,349,72,12,0,5,3,4,4,33,4,10,0,3,1,250,4,4,4,33,3,1940,5
1751,53.2558,86,3,2,13,115,117,12,0,4,4,6,6,100,4,10,0,4,4,250,4,4,4,100,5,1971,1
1756,53.5379,72,1,4,5,231,75,12,0,5,3,5,5,20,4,10,0,3,2,50,2,4,4,20,2,1971,1
1758,53.5379,76,1,2,7,155,109,12,0,4,3,5,5,100,4,12,0,4,4,75,3,4,4,100,5,2004,1
1761,53.2667,64,3,2,7,279,81,12,0,5,3,4,4,78,4,10,0,3,2,100,3,4,4,78,5,1971,1
1768,53.5379,61,1,1,7,289,89,12,0,3,3,6,3,22,4,10,0,3,1,270,4,4,4,22,2,1900,1
1769,53.3809,59,1,1,5,254,84,12,0,4,3,5,5,50,2,20,0,4,3,270,4,2,3,50,4,1940,5
1770,53.5379,68,1,3,2,234,78,12,0,5,3,3,3,100,4,10,0,3,2,50,2,4,1,100,5,1971,3
1778,53.5379,64,1,2,7,233,173,12,0,4,3,7,7,9,4,10,0,4,4,250,4,4,3,9,1,1987,1
1794,53.2558,63,1,2,7,270,96,12,0,5,3,5,5,86,4,10,0,3,3,250,4,4,3,86,5,1971,1
1796,53.2667,75,1,3,7,174,107,12,0,3,3,4,4,82,4,11,0,3,4,250,4,4,4,82,5,1999,1
1798,53.2558,61,1,4,1,300,77,12,0,5,3,4,4,89,3,10,0,3,4,100,3,4,3,89,5,1958,5
1800,53.2667,54,1,1,14,335,76,24,0,5,3,5,5,67,1,10,0,3,4,100,3,3,3,67,4,1987,1
1806,53.5379,62,1,4,14,288,83,12,0,0,3,5,5,50,3,10,0,1,4,150,4,4,3,50,4,1958,1
1811,53.2421,36,3,2,7,450,60,12,0,4,3,4,2,100,1,10,0,4,4,150,4,1,2,100,5,1958,1
1816,53.5379,39,3,2,7,292,114,24,0,5,3,6,5,100,1,10,0,3,4,300,5,2,4,100,5,1987,1
1817,53.5379,55,1,1,7,223,102,12,0,3,3,6,6,50,3,10,0,3,4,200,4,3,4,50,4,1958,1
1821,53.4703,61,1,1,12,248,82,24,0,4,3,5,5,8,1,20,0,4,4,250,4,4,3,8,1,1958,5
1831,53.3809,70,1,4,7,213,78,0,0,3,3,4,4,29,4,10,0,3,4,100,3,4,4,29,3,1958,1
1833,53.2667,55,3,2,2,579,58,24,0,5,3,3,3,33,3,10,0,3,4,200,4,3,3,33,3,1987,3
1838,53.2558,79,1,2,7,131,142,12,0,4,3,8,8,100,4,21,0,4,4,150,4,4,4,100,5,1999,1
1839,53.2667,63,3,2,7,258,137,12,0,3,3,4,4,3,4,10,0,3,3,150,4,4,4,3,1,1979,1
1841,53.3809,56,1,3,7,252,70,12,0,5,3,5,5,100,2,10,0,3,2,200,4,3,4,100,5,1958,1
1852,53.2558,71,1,2,7,198,81,24,0,4,3,4,4,38,4,10,0,4,4,200,4,4,4,38,3,1979,1
1858,53.2667,77,1,3,2,152,102,12,0,4,3,4,4,64,4,22,0,4,4,270,4,4,4,64,4,2007,3
1867,53.2558,73,1,3,7,187,81,12,0,4,3,4,4,88,4,11,0,4,4,250,4,4,4,88,5,1999,1
1868,53.2667,69,3,2,13,202,240,24,0,4,4,9,9,98,4,10,0,4,3,300,5,4,4,98,5,1971,1
1869,53.2558,72,1,2,7,183,156,12,0,3,3,9,9,69,4,11,0,3,4,200,4,4,3,69,4,1999,1
1872,53.2667,73,1,2,7,164,206,24,0,4,3,9,9,73,4,10,0,4,4,200,4,4,4,73,5,1971,1
1885,53.5817,61,1,1,7,254,181,12,0,5,3,6,6,59,4,10,0,3,1,150,4,4,3,59,4,1900,1
1886,53.3809,53,1,1,14,348,85,12,0,5,3,5,5,22,4,10,0,3,2,270,4,4,4,22,2,1940,1
1889,53.4703,42,3,2,7,204,161,12,0,5,3,6,6,27,1,10,0,3,3,200,4,2,4,27,3,1958,1
1892,53.2558,74,1,2,13,161,201,12,0,5,3,7,7,100,4,11,0,3,4,150,4,4,4,100,5,1999,1
1895,53.2667,68,1,2,7,205,170,12,0,3,3,8,8,67,4,10,0,3,4,100,3,4,4,67,4,1979,1
1900,53.5379,47,1,3,7,392,83,12,0,5,3,5,4,22,4,20,0,3,1,100,3,4,3,22,2,1915,1
1902,53.3809,63,1,1,7,251,100,12,0,4,3,5,5,36,4,20,0,3,4,100,3,4,4,36,3,1900,1
1903,53.5817,54,1,1,7,350,78,12,0,5,3,4,4,60,4,20,0,3,1,200,4,4,3,60,4,1940,1
1907,53.5379,40,1,3,14,496,81,12,0,5,3,4,2,44,3,10,0,3,1,100,3,4,1,44,3,1915,1
1910,53.5379,71,1,3,7,196,75,12,0,5,3,3,3,50,4,10,0,3,4,270,4,4,4,50,4,1940,1
1911,53.5379,67,3,2,7,222,128,12,0,3,3,5,5,12,4,20,0,3,4,300,5,4,4,12,2,1971,1
